12830	12161,33923,60033,11961352,17673,2334221,33423,14334873,60463,8501792,1729441,7738402,15153,15062954,14763,11000562,9655342,12591,714033,3325171,10336822,14108346,16847294,10951232,11250,5827,12741,5868362,61133,15212750,849101,18166611,14733,4833,9796452,12158,793830,14503,799212,8791662,644463,95028210,34163,14112756,14544190,12534,11661,15292410,15736190
13420	8501792,61133,13276422
13567	12161,6008962,33923,615813,18742918,82433,17673,2334221,949521,18214171,12830,8501792,1729441,7738402,55963,14503,648873,11818,9655342,12591,15153,10336822,5827,12741,656673,5868362,6740642,23487693,12496,13889622,4833,9796452,793830,22253,60273,95028210,14112756,12158,12534,11661,15736190
14503	12161,6008962,646533,18742918,82433,5905672,17673,2727051,11661,949521,755859,15454228,7400342,18214171,15153,12830,615813,8501792,656673,7738402,68003,714033,648873,15062954,14763,11250,9655342,12591,11961352,3325171,4664501,10336822,1768351,15351100,13721662,19903,10951232,5827,12741,5868362,23487693,61133,48903,18166611,6740642,14733,1235161,4833,24763,9796452,793830,35943,60463,60273,95028210,34163,14112756,15736190,12534,16866701,11818,12158,13567
14733	12161,6008962,18742918,60033,25993,1295001,12830,7738402,20437031,14763,12591,15153,34163,15351100,15643073,12741,9463382,9796452,14503,22253,3325171,12158
14763	12161,6008962,33923,9463382,5905672,17673,7772042,2334221,8308622,33423,949521,5827,14334873,12830,615813,646533,656673,7738402,68003,14503,648873,15062954,9655342,15153,1344951,3829151,14601788,10951232,14153283,12741,657863,917321,5868362,61133,849101,6810832,7552082,18166611,13889622,6740642,8207832,180505807,4833,9796452,793830,35943,15351100,13212522,799212,22253,60273,95028210,3325171,12158,12534,14477161,11661,15292410,15736190,13567
15153	15820160,60033,33923,18742918,12161,11961352,17673,12555,2334221,14477161,140118545,15454228,7400342,14334873,18214171,12830,656673,7738402,68003,12496,14503,648873,15062954,48903,9655342,20469167,16866701,714033,3325171,82433,4664501,14335160,15351100,12277182,782912,15643073,7646402,2727051,12741,14733,5868362,61133,15212750,23487693,7816912,18166611,13889622,10951232,1235161,9243482,58063,14763,15396961,9796452,949521,60463,799212,60273,11250,34163,14112756,12158,12534,2276201,11661,11963132,15736190,14601788
17673	60033,6008962,18742918,12161,11961352,12555,2334221,8308622,140118545,755859,15454228,7400342,14334873,55963,36253,12830,14538913,7738402,68003,12496,18389670,15153,648873,15062954,14763,11250,9655342,60463,714033,3325171,82433,17473973,10336822,14335160,24763,15351100,12277182,782912,15643073,2727051,12741,656673,5868362,1729441,61133,15212750,11661,18638800,11133442,18166611,9463382,6740642,10951232,1235161,4833,9796452,285061989,949521,2276201,13212522,14503,799212,7552082,8791662,60273,95028210,34163,14112756,12534,14477161,16866701,35943,11818,12158,13567
19903	33923,18742918,2727051,11661,15454228,7400342,1295001,14334873,8231962,14233500,36253,12830,1768351,1729441,7738402,13276422,14503,11818,11250,714033,14220606,14110750,10336822,15351100,13085502,17473973,782912,14214977,7646402,1504011,656673,61133,7816912,37902551,16601823,18638800,13212522,8791662,644463,60273,11000562,34163,14112756,13721662,14760567,17636894,644603
22253	82433,11133442,33923,13889622,18742918,60033,5905672,17673,2727051,6008962,2735631,949521,755859,5827,12069912,1295001,18214171,15153,12830,646533,8501792,14538913,7738402,68003,18638800,14503,648873,11818,48903,12161,60463,714033,23487693,34163,10336822,356663,14335160,14112756,14108346,1768351,14220606,10951232,7646402,1764931,8207832,12741,656673,615813,5868362,10545,849101,36253,61133,12496,9463382,6740642,12555,25993,180505807,33423,1271901,14763,4833,12591,14733,793830,13212522,749863,799212,8752622,7372912,60273,11250,3325171,6503412,12158,12534,11661,644603,11963132,15062954,15736190,13567
24763	15820160,60033,11133442,18742918,12161,17673,2727051,11661,7400342,12591,12741,656673,7738402,68003,14503,648873,11818,9655342,60463,15153,50373,61133,16866701,12496,9796452,8791662,644463,60273,11250,34163,14112756,12534,12158
25993	82433,33923,9463382,12161,5905672,2727051,14733,33423,949521,12069912,12830,646533,8501792,656673,7738402,657863,15153,14763,12591,10545,14335160,1768351,5827,12741,4833,6740642,11661,13889622,8207832,1271901,15396961,1504011,13212522,799212,22253,8752622,7372912,60273,5569522,3325171,14112756,12534,11963132,12158
28163	176854913,15174406,48263,8162312,45598477,55984911,262922606,1295001,1980271,14615324,418,9270952,7052972,15594928,16302770,27052339,254073,6001592,14814905,7482,43083,14726984,852041,30348363,15693261,4558,696333,18206161,83941972,3274711,14320217,126061711,283732191,786148,37434214,51303,23543993,202783087,25214064,20941681,8253682,5750612,7101692
30973	15790496,9085252,14681605,7846,15846407,15666380,10350,809010,14529828,30313925
33423	16303106,33923,926981,5905672,930061,2735631,949521,755859,809760,749863,14331688,2100521,6370862,14348594,8464692,79797834,789824,62581962,61133,14223829,83883736,115485051,813286,14824849,22253,60273,11250,1835411,14740219,12652542
33923	60033,13889622,18742918,5905672,25993,2727051,2334221,8308622,33423,949521,14153283,14334873,16655768,1295001,20469167,17636894,646533,8501792,656673,7738402,648873,14763,95028210,12591,15153,12830,14335160,14601788,12277182,4664501,10951232,1504011,9085252,12741,4833,61133,849101,18638800,7552082,9463382,6740642,15396961,15777123,793830,35943,15351100,13212522,799212,22253,60273,11250,34163,14112756,12158,12534,14477161,11661,15736190,13567
34163	60033,33923,646533,82433,17673,2727051,14733,949521,7400342,12830,8501792,14538913,7738402,14503,9655342,15153,24763,15351100,10951232,12741,656673,61133,11661,4833,60273,11250,14112756,12534,12158
34193	17941696,18746498,18518052,79797834,263292498,16586811
35943	60033,11133442,646533,48903,17673,12555,13889622,68003,20469167,356663,14335160,24026819,61133,849101,7552082,9463382,799212,22253,60273,11250,34163,14112756,12534,12158
36253	11133442,55963,646533,18742918,17673,19661706,12555,11661,8308622,24026819,15454228,7400342,1295001,20469167,14110750,14538913,7738402,68003,639013,18389670,20437031,12591,714033,14474034,17473973,10336822,14108346,14601788,50597693,13721662,4664501,10951232,15643073,7646402,2727051,9085252,12741,61133,4833,6740642,16866701,18638800,2060631,668253,16601823,15396961,644603,656673,3302,14477161,13212522,799212,22253,60273,11250,3325171,14112756,14220606,12534,19903,193563775
43083	28163,8162312,12250252,696333,128662158,15699001,5751832,1295001,418,19335591,9270952,23543726,6001592,23543993,7482,852041,30348363,4558,24239440,83941972,14814905,37434214,51303,1980271,20941681,8253682,254073
43553	14331688,930061,10350,33423,14824849,766195,10810102,14740219,734493,3829151
46023	1183041,749863,14329770,83883736,6370862,2960721,1835411,19092024,471323,682463
48263	176854913,28163,15174406,16317448,45598477,128662158,126061711,23095315,16529006,5751832,1295001,922,202783087,14759966,25214064,418,15144539,5387302,14091431,9270952,14814905,23543726,165964253,15594928,8162312,27052339,224879926,6001592,23543993,7482,4733771,14726984,852041,43083,15693261,4558,696333,24239440,18206161,83941972,55630037,3274711,5750612,14320217,55984911,1282781,283732191,29087161,229969254,37434214,51303,7101692,262922606,1980271,15245806,20941681,8253682,18479089,254073,195785338,2891131,6515452
48903	771712,60033,6008962,615813,13276422,12161,11961352,17673,19661706,12555,2334221,22253,14756754,755859,15454228,7400342,12069912,9796452,55963,8501792,14538913,7738402,18214171,8115462,714033,15062954,40039015,95028210,18214320,15153,82433,17473973,14108346,16729915,15351100,16847294,5827,12741,1729441,3339331,5868362,10545,14257869,15212750,58063,6810832,1764931,18166611,9463382,1235161,12512,656673,793830,35943,14503,799212,7552082,5259111,11000562,3325171,14112756,12158,11963132,15736190
50373	15820160,60033,33923,13276422,17673,2727051,11661,8308622,140118545,14756754,15454228,7400342,14334873,1295001,8231962,36253,1768351,8501792,656673,7738402,18742918,18389670,14437310,648873,11818,14763,11250,15153,16729915,15351100,14544190,7646402,5827,12741,5868362,61133,14733,18638800,6740642,24763,9796452,949521,14477161,13212522,799212,60273,11000562,34163,14112756,13721662
51303	30348363,176854913,28163,15174406,48263,8162312,15759755,12250252,696333,5478542,126061711,23095315,161691033,5751832,1295001,922,202783087,14615324,14167197,14759966,418979615,418,21689294,5387302,19335591,9270952,419356073,23543726,15594928,16302770,27052339,786148,224879926,6001592,15699001,7482,29999221,14572992,4733771,45598477,14726984,852041,43083,21871522,4558,15693261,65682128,18206161,83941972,128662158,23543993,5750612,14320217,14814905,15144539,165964253,283732191,55984911,29087161,23081060,229969254,37434214,7101692,14091431,21451151,262922606,1980271,18479089,8253682,37855605,3274711,254073,195785338,6515452,20941681,55630037
55963	771712,60033,48903,17673,2727051,11661,7400342,1295001,36253,12830,12161,7738402,18389670,648873,11818,14763,11250,17473973,14437310,7646402,5868362,61133,9463382,668253,9796452,11000562,34163,14112756,13721662,644603,12158,13567
58063	60033,646533,18742918,48903,5905672,17673,2727051,12350092,11661,15454228,11961352,20469167,12830,656673,7738402,13276422,14503,648873,14763,11250,12591,15153,11794312,4664501,25993,14108346,24763,15351100,14437310,782912,5827,12741,14113479,5868362,61133,14733,12496,16847294,9243482,4833,60463,799212,8791662,644463,11000562,34163,14112756,14544190,7400342,14477161,12158
60033	82433,33923,646533,18742918,48903,17673,1504011,20469167,2334221,8308622,949521,5827,7400342,14334873,1295001,18214171,36253,12830,1768351,8501792,656673,7738402,68003,14503,648873,14763,12161,9655342,60463,15153,4664501,356663,14335160,14601788,14544190,782912,7646402,2727051,12741,4833,5868362,61133,849101,12496,18166611,13889622,12555,714033,668253,7816912,12591,14733,3302,35943,15351100,13212522,799212,22253,8752622,60273,11250,34163,14112756,15736190,12534,11661,11963132,12158
60273	11133442,33923,646533,25993,12555,11661,33423,949521,656673,6740642,20469167,4664501,14335160,24026819,12741,62581962,61133,849101,18638800,7552082,4833,35943,1504011,14477161,13212522,799212,11250,34163,14112756,12534,115485051,12158
60463	60033,646533,48903,17673,14733,949521,7400342,12830,1768351,8501792,656673,7738402,68003,14503,648873,14763,12161,9655342,12591,15153,3325171,24763,15351100,782912,5827,12741,615813,5868362,61133,16866701,12496,18166611,58063,4833,9796452,140118545,22253,8791662,644463,60273,11250,34163,14112756,12158,12534,11661,15736190,13567
61133	82433,16303106,9463382,12,11133442,2735631,14075928,18047517,12830,8501792,7738402,60463,10336822,14601788,79797834,7552082,13889622,1271901,15396961,35943,13420,10810102,18498684,193563775,33923,18742918,2727051,33423,12069912,11640472,1295001,14538913,6740642,13265572,18389670,14503,4664501,14335160,14108346,7646402,62581962,849101,23487693,12496,83883736,180505807,16601823,4833,793830,22253,15736190,12534,14740219,11963132,13567,926981,8115462,5905672,17673,1504011,949521,18214171,809760,656673,15153,12591,10545,14348594,356663,15351100,20479813,5868362,16866701,813286,14477161,13212522,60273,34163,12158,12161,646533,11661,1835411,16655768,14334873,36253,3829151,68003,15062954,14763,5569522,20469167,18214320,1768351,16847294,12741,657863,18638800,14223829,799212,8752622,11250,14112756
68003	12161,11133442,33923,646533,60033,17673,12555,2334221,949521,15454228,7400342,12069912,20469167,13889622,36253,12830,60273,656673,7738402,18389670,15153,648873,14763,9655342,12591,16866701,714033,17473973,356663,14335160,24763,17346623,10951232,12741,61133,849101,7552082,9463382,8207832,25993,4833,9796452,35943,14477161,13212522,14503,799212,4664501,11250,34163,14112756,12534,11661,11963132,12158
74673	15485441,14681605,15846407,33423,19029137,14413715,18396070,14075928,3829151,3611041,7846,749863,14118444,14252975,14326840,62581962,7861312,1183041,11864262,657863,13790282,14500709,813286,8637672,17241895,57729132,10350,6813682,115485051,18498684
82433	60033,615813,18742918,48903,17673,2334221,949521,12069912,18214171,13889622,12830,646533,8501792,14538913,6740642,14503,648873,12161,5569522,12591,15153,849101,356663,14335160,14108346,1768351,25993,5827,12741,5868362,23487693,61133,7552082,9463382,4833,793830,799212,22253,8752622,60273,11250,34163,14112756,12534,11661,11963132,12158,13567
254073	
356663	60033,33923,7552082,22253,35943,25993,9463382,61133,16866701,18214320,60273,849101,68003,14112756,82433,13889622,14335160,12534,11963132,1233821,17636894
428333	
471323	4257571,108979911,46023,6370862,33423,2960721,13363282,1835411,4050671,5763262
615813	60033,646533,8115462,48903,11961352,11661,60463,12830,656673,14503,14763,20469167,849101,82433,14335160,14108346,5827,12741,61133,2334221,12496,7552082,9463382,4833,799212,22253,11250,12534,15292410,12158,13567
637373	15396961,7646402,7738402,9085252,656673,2727051,10545,11661,12591,949521,6503412,12158,12534,1295001,4833,14601788,14112756,14544190,17473973
639013	2727051,8308622,949521,1295001,36253,14110750,8501792,7738402,6531772,14220606,24026819,12741,18638800,8207832,12555,4833,3302,14477161,13212522,799212,6503412,115485051
644463	15820160,18742918,48903,19661706,11661,949521,7400342,12069912,1295001,14233500,36253,12830,656673,7738402,14503,11818,60463,15153,10336822,24763,15351100,19903,782912,12741,58063,12496,4833,14797160,8791662,60273,11250,34163,14112756,12534,16866701,12158
644603	12512,1764931,14503,5905672,2727051,23487693,11661,714033,755859,55963,36253,12158
646533	60033,33923,12534,749863,14763,799212,849101,1183041,61133,11250,949521,4833,5827,14112756,9463382,14335160,34163,33423,36253,60273
648873	12161,656673,14538913,12741,60033,17673,14503,2334221,9655342,16866701,15153,11250,15454228,15736190,9463382,1235161,714033,9796452,14112756,12158,13567
656673	11133442,13889622,2334221,15454228,12069912,14110750,8501792,7738402,11818,9655342,60463,10336822,14601788,13721662,10951232,1504011,9463382,668253,15396961,12277182,193563775,60033,33923,18742918,2727051,1295001,14538913,6740642,18389670,14503,648873,4664501,14335160,14108346,24763,7646402,24026819,50373,61133,849101,16601823,4833,793830,22253,3325171,15736190,12534,11963132,8115462,17673,12555,949521,615813,12591,15153,15351100,14220606,5868362,16866701,9796452,14477161,13212522,644463,60273,34163,12158,15820160,12161,646533,19661706,11661,8308622,7400342,14334873,36253,68003,20469167,17473973,16847294,15643073,12741,18638800,8207832,799212,11250,14112756
657863	15485441,12,930061,451586190,949521,14413715,20609518,3829151,418,7846,14763,14326840,5763262,17220934,15666380,14325471,4833,18396070,813286,10350,14596798,115485051,18498684
668253	11133442,2727051,8308622,15454228,7400342,1295001,55963,36253,14110750,656673,7738402,18389670,714033,20469167,10545,14474034,17473973,10336822,15351100,13721662,4664501,15643073,7646402,18638800,15396961,14477161,3325171,14220606,193563775
682463	15485441,7388802,16571907,19624836,77155969,175624200,265,930061,33423,14411797,19372697,106894107,5688732,3829151,4257571,93905958,19550535,18393773,14563376,1344951,19092024,19098937,5878842,7861312,1183041,98035778,22872643,46023,29336648,6068612,19725644,4202701,16079245,657863,13104722,5334,15319993,16971994,3442781,115485051,22575398,8732012,4050671,15636212,14740219,14205820,15842301,20607358
696333	30348363,176854913,28163,15174406,48263,8162312,25957130,175577355,12250252,18479089,128662158,126061711,23095315,14378414,161691033,5751832,1295001,922,202783087,14615324,14167197,14759966,418,5387302,14091431,9270952,419356073,4733771,23543726,15594928,16302770,27052339,786148,224879926,6001592,23543993,7482,29999221,14572992,15759755,14726984,852041,43083,21871522,4558,15693261,312105296,18206161,83941972,55630037,21601337,27217496,14320217,14814905,15144539,283732191,55984911,23081060,229969254,37434214,51303,7101692,16529006,1980271,25214064,20941681,8253682,262922606,3274711,5750612,254073,195785338,2891131,6515452
714033	12161,60033,17673,2727051,2334221,949521,1295001,36253,12830,15153,656673,7738402,68003,13265572,14503,648873,48903,9655342,20469167,10545,14474034,14110750,10336822,14112756,14220606,17473973,1764931,5868362,23487693,14257869,12555,1235161,668253,16601823,644603,13212522,22253,11250,6503412,13721662,11661,19903,12158
734493	20557892
736293	5334,77155969,4257571,59727190,93905958,23045297,242222569,142877809,18489585,14655436,43814349,3442781,16079245,19553393,175629426,7434902,83883736,16971994,3020571,14521530,95357338
749863	809760,4833,926981,5905672,2100521,15666380,33423,949521,14348594,1835411,8464692,14223829,12534,14331688,2735631,16956955,18047517
755859	12512,7738402,1764931,48903,17673,2334221,23487693,14756754,12069912,644603
766195	14482052,9713422,2735631,14411797,14995801,4050671,43553,471323,1922861,6370862,15319993,14521530,5658692,46023,17220817,13363282,257789529,682463,2960721,128321519,19553393,20718199,14740219
768382	4833,6740642,3302,656673,13212522,18638800,10545,1066011,6531772,14110750,60273
771712	60033,33923,646533,18742918,82433,11961352,17673,2727051,11661,949521,14153283,5827,7104532,12069912,1295001,55963,13889622,12830,656673,7738402,13265572,639013,18389670,714033,648873,6321322,48903,11000562,9655342,12591,15153,3325171,17473973,10336822,25993,15351100,637373,16847294,11250,7646402,3339331,9085252,12741,1729441,5868362,10545,61133,15212750,58063,1764931,18166611,9463382,6740642,9796452,14763,4833,22012004,793830,14503,6545732,60273,95028210,34163,14112756,14544190,15736190,13567
782912	60033,33923,18742918,5905672,17673,12555,12350092,2334221,8308622,949521,14756754,15454228,7400342,14334873,1295001,18214171,36253,12830,656673,7738402,15153,20469167,714033,3325171,15736190,18359862,14108346,14601788,50597693,13721662,15643073,7646402,2727051,12741,4833,61133,16866701,332232530,18166611,20437031,58063,16601823,15396961,9796452,793830,60463,14503,799212,644463,60273,11250,34163,14112756,12277182,12534,14477161,11661,12158
786148	176854913,28163,15759755,12250252,696333,5478542,55984911,262922606,922,202783087,14167197,14759966,20941681,418,24285091,19335591,22059944,7052972,15594928,16302770,27052339,224879926,6001592,14814905,7482,14572992,45598477,14726984,852041,30348363,21871522,4558,15693261,24239440,18206161,83941972,128662158,15699001,5750612,14320217,18210266,15144539,1282781,283732191,23081060,229969254,37434214,17811689,21451151,23543993,1980271,25214064,9270952,8253682,7101692,254073,6515452
793830	82433,11133442,33923,9463382,13276422,60033,5905672,25993,7772042,2727051,20469167,930061,15736190,18214171,14437310,12830,646533,8501792,656673,7738402,68003,13265572,657863,14503,648873,6321322,48903,11250,9655342,12591,18214320,10545,14220606,4664501,14335160,14108346,14601788,13721662,782912,5827,9085252,12741,4833,949521,5868362,6740642,18638800,61133,6810832,4519121,7552082,13889622,8207832,14763,15396961,15777123,35943,1504011,14477161,13212522,749863,799212,22253,8752622,60273,11000562,3325171,14112756,768382,12534,11661,34163,14544190,15062954,12158,13567
799212	82433,11133442,9463382,2334221,14110750,8501792,7738402,9655342,668253,14601788,4664501,10951232,12555,7552082,13889622,1271901,15396961,35943,60033,33923,18742918,2727051,33423,1295001,6740642,13265572,18389670,648873,12830,14335160,14108346,24026819,849101,61133,6810832,4833,793830,22253,15736190,12534,11963132,8115462,48903,5905672,1504011,949521,18214171,646533,656673,15153,12591,10545,15351100,19661706,14220606,9085252,5868362,16866701,3302,14477161,13212522,60273,34163,12158,12161,615813,25993,7772042,11661,8308622,16655768,14334873,36253,1768351,68003,15062954,14763,5569522,20469167,18214320,12741,18638800,8207832,8752622,11250,14112756
809010	14690944,16303106,21215111,29054594,17959695,17225361,14413715,14130030,17324058,856731,3829151,15790496,3611041,16197538,18396070,749863,14089458,14348594,14864436,16001975,14326840,14704316,16272448,1183041,126061257,19600970,61133,266043601,17913814,30289889,14100451,50356964,19752962,813286,17912337,8274792,9509482,23819371,10350,15955069,8637672,69193714,115485051,30973
809760	22872643,146290693,749863,79797834,61133,33423,14824849,16956955,3829151
810583	36981250,136376395,5658692,69671781,39797585,11491562,16437867,21360626,14166096,4519121,79276242,18993395,15640533,10810102,83883736,19884282,12994322,14093707,55352474,125462718
